Date,Price,Open,High,Low,Vol.,Change %
3/1/2013,42.9,42.9,43.8,42.9,2.30K,-2.28%
3/4/2013,43.0,43.0,43.0,42.5,4.27K,0.23%
3/5/2013,42.5,43.0,43.0,42.3,0.43K,-1.16%
3/6/2013,42.9,42.2,43.0,42.1,42.92K,0.94%
3/7/2013,42.8,42.9,43.7,42.5,1.81K,-0.23%
3/8/2013,42.8,42.5,42.9,42.0,10.38K,0.00%
3/11/2013,42.5,42.8,42.8,41.8,2.91K,-0.70%
3/12/2013,42.7,42.7,42.7,42.0,1.51K,0.47%
3/13/2013,42.7,42.1,42.8,41.7,11.77K,0.00%
3/14/2013,42.0,42.8,42.8,41.8,8.95K,-1.64%
3/15/2013,42.5,42.5,42.5,42.5,4.00K,1.19%
3/18/2013,42.0,42.7,42.7,41.8,8.17K,-1.18%
3/19/2013,42.0,42.4,42.5,41.5,3.94K,0.00%
3/20/2013,41.5,42.0,42.0,41.5,3.54K,-1.19%
3/21/2013,42.0,42.0,42.0,41.9,0.23K,1.20%
3/22/2013,43.4,41.6,43.4,41.5,30.39K,3.33%
3/25/2013,42.9,43.5,44.0,42.8,10.03K,-1.15%
3/27/2013,42.9,41.8,43.6,41.8,11.90K,0.00%
3/28/2013,44.0,41.8,44.0,41.5,62.97K,2.56%
4/1/2013,42.2,42.1,43.7,42.0,2.34K,-4.09%
4/2/2013,43.7,42.3,43.8,41.6,15.55K,3.55%
4/3/2013,43.8,42.7,44.8,42.7,16.61K,0.23%
4/4/2013,43.5,43.0,43.8,43.0,0.34K,-0.68%
4/5/2013,43.0,43.0,43.0,43.0,0.23K,-1.15%
4/8/2013,42.7,43.0,43.0,42.0,26.81K,-0.70%
4/9/2013,43.0,43.0,43.4,42.1,4.11K,0.70%
4/10/2013,43.2,43.2,43.2,42.3,2.63K,0.47%
4/11/2013,42.6,42.3,43.2,42.3,1.06K,-1.39%
4/12/2013,43.2,43.0,43.2,42.1,3.42K,1.41%
4/16/2013,43.0,43.3,43.3,42.4,2.01K,-0.46%
4/17/2013,43.0,43.1,43.1,43.0,26.80K,0.00%
4/18/2013,43.0,43.0,43.0,43.0,4.14K,0.00%
4/19/2013,43.0,43.0,43.0,42.5,3.39K,0.00%
4/22/2013,43.0,42.6,43.0,42.5,3.30K,0.00%
4/23/2013,42.3,42.8,43.0,42.2,5.36K,-1.63%
4/24/2013,43.0,42.9,43.0,42.2,10.63K,1.65%
4/26/2013,43.3,42.5,43.7,42.5,80.86K,0.70%
4/29/2013,43.0,43.3,43.5,42.8,39.70K,-0.69%
4/30/2013,43.0,42.9,43.0,42.0,16.36K,0.00%
5/2/2013,43.0,43.0,43.0,42.9,0.30K,0.00%
5/3/2013,42.9,42.8,43.3,42.5,36.30K,-0.23%
5/6/2013,42.9,42.9,42.9,42.6,5.85K,0.00%
5/7/2013,43.0,42.9,43.0,42.2,9.37K,0.23%
5/8/2013,42.5,43.0,43.0,42.5,7.62K,-1.16%
5/9/2013,42.8,42.2,43.0,42.2,3.52K,0.71%
5/10/2013,43.0,43.0,43.0,42.2,17.07K,0.47%
5/13/2013,43.0,43.5,43.5,42.2,12.89K,0.00%
5/14/2013,42.8,42.9,42.9,42.2,1.55K,-0.47%
5/15/2013,42.9,42.3,43.2,42.1,11.30K,0.23%
5/16/2013,43.0,42.9,44.0,42.7,75.63K,0.23%
5/17/2013,44.9,44.0,45.5,44.0,128.33K,4.42%
5/20/2013,44.5,45.0,45.0,44.0,8.48K,-0.89%
5/21/2013,43.2,44.2,44.6,43.1,18.15K,-2.92%
5/22/2013,43.1,43.9,43.9,42.5,10.29K,-0.23%
5/23/2013,43.8,43.0,43.8,43.0,15.90K,1.62%
5/27/2013,42.9,43.9,44.5,42.9,1.57K,-2.05%
5/28/2013,43.6,42.8,43.8,42.8,10.43K,1.63%
5/29/2013,43.4,43.1,43.5,42.8,0.28K,-0.46%
5/30/2013,42.8,42.8,43.3,42.5,14.66K,-1.38%
5/31/2013,42.5,42.5,43.8,42.4,2.72K,-0.70%
6/3/2013,43.3,43.9,43.9,42.0,3.86K,1.88%
6/4/2013,43.0,42.7,43.4,42.0,4.32K,-0.69%
6/5/2013,43.0,42.5,43.3,42.0,2.82K,0.00%
6/6/2013,42.0,43.0,43.0,42.0,2.50K,-2.33%
6/7/2013,42.3,42.7,42.7,41.5,2.22K,0.71%
6/10/2013,42.0,42.4,42.5,42.0,3.52K,-0.71%
6/11/2013,41.9,42.0,42.5,41.9,11.92K,-0.24%
6/12/2013,41.9,41.6,41.9,41.5,3.65K,0.00%
6/13/2013,41.4,41.8,41.8,41.0,12.26K,-1.19%
6/14/2013,42.0,40.3,42.8,40.3,11.15K,1.45%
6/17/2013,41.9,40.5,41.9,40.5,0.35K,-0.24%
6/18/2013,41.4,41.0,42.0,41.0,0.20K,-1.19%
6/19/2013,41.6,41.5,41.7,40.5,8.90K,0.48%
6/20/2013,41.0,40.5,41.7,40.5,3.40K,-1.44%
6/21/2013,40.4,41.0,41.0,40.3,2.58K,-1.46%
6/24/2013,40.0,41.0,41.0,39.9,15.83K,-0.99%
6/25/2013,40.0,41.0,41.0,39.5,6.05K,0.00%
6/26/2013,40.0,40.0,40.5,39.5,1.92K,0.00%
6/27/2013,40.0,39.9,40.5,39.0,12.73K,0.00%
6/28/2013,41.0,40.0,41.3,40.0,15.93K,2.50%
7/1/2013,40.0,41.6,41.6,39.5,1.01K,-2.44%
7/2/2013,40.0,39.6,40.5,39.0,14.52K,0.00%
7/3/2013,40.0,39.8,40.5,39.1,16.00K,0.00%
7/4/2013,40.3,39.9,40.3,39.0,5.91K,0.75%
7/5/2013,39.9,39.1,40.0,39.0,0.51K,-0.99%
7/8/2013,39.7,39.0,39.9,39.0,1.22K,-0.50%
7/9/2013,39.5,39.7,40.0,39.5,2.31K,-0.50%
7/10/2013,41.5,39.7,41.5,39.7,35.21K,5.06%
7/11/2013,41.0,40.0,41.7,39.4,3.13K,-1.20%
7/12/2013,40.0,41.4,41.4,39.3,1.11K,-2.44%
7/15/2013,39.0,41.2,41.2,39.0,8.41K,-2.50%
7/16/2013,40.0,39.0,40.0,39.0,3.66K,2.56%
7/17/2013,40.0,40.0,40.0,40.0,6.80K,0.00%
7/18/2013,39.2,39.2,39.2,39.2,0.03K,-2.00%
7/19/2013,41.0,39.2,41.6,39.0,27.73K,4.59%
7/23/2013,42.0,41.0,42.0,40.5,12.55K,2.44%
7/24/2013,41.0,41.6,41.7,40.0,1.30K,-2.38%
7/25/2013,40.9,40.1,40.9,40.0,3.20K,-0.24%
7/26/2013,40.3,40.3,40.3,40.3,,-1.47%
7/29/2013,39.9,39.7,40.0,39.2,2.60K,-0.99%
7/30/2013,39.9,39.9,39.9,39.1,1.00K,0.00%
7/31/2013,39.8,39.9,40.0,39.8,0.32K,-0.25%
8/1/2013,39.9,40.0,40.0,39.1,1.09K,0.25%
8/2/2013,40.2,40.0,40.3,39.5,7.35K,0.75%
8/5/2013,40.1,39.3,40.3,39.1,0.70K,-0.25%
8/6/2013,39.0,39.1,39.2,39.0,1.41K,-2.74%
8/7/2013,40.7,39.8,40.7,39.2,39.13K,4.36%
8/8/2013,41.0,40.7,41.2,39.6,41.87K,0.74%
8/12/2013,41.0,41.2,41.4,40.0,1.42K,0.00%
8/13/2013,41.4,39.8,41.5,39.8,7.06K,0.98%
8/14/2013,41.5,41.4,42.0,40.0,2.70K,0.24%
8/15/2013,40.8,40.2,40.8,40.0,0.80K,-1.69%
8/16/2013,41.0,40.8,41.0,40.8,0.35K,0.49%
8/19/2013,39.9,41.0,41.0,39.9,0.89K,-2.68%
8/21/2013,40.0,40.0,40.0,40.0,0.50K,0.25%
8/22/2013,40.0,40.0,40.0,39.4,0.16K,0.00%
8/23/2013,39.3,39.4,39.4,39.3,1.01K,-1.75%
8/26/2013,39.0,39.4,40.0,39.0,16.27K,-0.76%
8/27/2013,40.8,39.9,40.8,38.0,48.76K,4.62%
8/28/2013,40.0,40.8,41.0,38.5,3.26K,-1.96%
8/29/2013,40.0,38.7,40.0,38.7,7.62K,0.00%
8/30/2013,41.0,39.0,41.5,38.6,8.13K,2.50%
9/2/2013,41.4,41.3,41.4,41.3,0.12K,0.98%
9/3/2013,39.3,39.1,39.3,39.1,0.20K,-5.07%
9/4/2013,39.0,39.1,40.9,39.0,4.60K,-0.76%
9/5/2013,38.7,40.0,40.0,38.7,0.64K,-0.77%
9/6/2013,38.3,38.5,40.0,38.0,3.10K,-1.03%
9/9/2013,38.5,38.1,39.9,38.0,0.92K,0.52%
9/10/2013,40.0,38.5,40.9,38.5,8.27K,3.90%
9/11/2013,39.9,39.9,39.9,39.8,1.14K,-0.25%
9/12/2013,41.0,39.9,41.0,38.7,19.63K,2.76%
9/13/2013,40.0,41.0,41.0,40.0,0.20K,-2.44%
9/16/2013,40.0,38.9,40.0,38.1,2.60K,0.00%
9/17/2013,38.5,39.0,40.0,38.5,8.20K,-3.75%
9/18/2013,39.9,39.9,39.9,39.9,0.10K,3.64%
9/20/2013,40.5,39.8,41.0,39.8,46.45K,1.50%
9/23/2013,40.0,39.4,40.0,38.7,2.23K,-1.23%
9/24/2013,40.0,39.2,40.0,39.2,0.31K,0.00%
9/25/2013,40.0,40.0,40.0,40.0,0.10K,0.00%
9/26/2013,40.0,40.0,40.0,38.7,0.56K,0.00%
9/27/2013,39.8,39.8,39.8,39.8,0.10K,-0.50%
9/30/2013,39.5,38.8,39.5,38.7,2.64K,-0.75%
10/1/2013,39.5,38.7,39.5,38.5,2.61K,0.00%
10/2/2013,39.5,39.5,39.5,39.5,2.10K,0.00%
10/3/2013,38.6,39.4,39.4,38.6,0.30K,-2.28%
10/4/2013,39.3,39.4,39.4,38.6,0.26K,1.81%
10/7/2013,38.5,38.8,39.0,38.5,3.05K,-2.04%
10/8/2013,39.3,38.6,39.4,38.5,5.28K,2.08%
10/9/2013,41.0,38.6,41.5,38.6,28.60K,4.33%
10/10/2013,39.9,41.0,41.0,39.0,0.41K,-2.68%
10/11/2013,39.7,40.9,41.0,38.6,1.70K,-0.50%
10/14/2013,39.7,38.8,39.7,38.7,2.51K,0.00%
10/15/2013,39.8,38.8,39.8,38.7,4.09K,0.25%
10/17/2013,39.8,39.8,40.0,39.0,1.11K,0.00%
10/21/2013,40.0,39.5,40.0,38.9,0.65K,0.50%
10/22/2013,39.8,40.0,40.0,39.8,0.86K,-0.50%
10/23/2013,38.9,39.0,39.0,38.9,4.10K,-2.26%
10/24/2013,40.0,38.9,40.0,38.3,6.60K,2.83%
10/25/2013,38.8,39.9,39.9,38.8,2.03K,-3.00%
10/28/2013,40.0,39.4,40.0,38.6,7.22K,3.09%
10/29/2013,39.9,40.0,40.0,39.0,2.36K,-0.25%
10/30/2013,39.0,39.1,40.0,39.0,16.71K,-2.26%
10/31/2013,38.8,39.9,39.9,38.8,0.21K,-0.51%
11/1/2013,39.9,38.8,39.9,38.8,1.02K,2.84%
11/4/2013,38.7,39.0,39.0,38.7,2.15K,-3.01%
11/5/2013,39.0,39.0,39.0,38.7,1.94K,0.78%
11/6/2013,38.7,38.9,38.9,38.7,0.58K,-0.77%
11/7/2013,38.6,38.6,38.7,38.6,1.61K,-0.26%
11/8/2013,38.1,38.9,38.9,38.1,5.91K,-1.30%
11/11/2013,38.0,38.1,38.9,38.0,1.70K,-0.26%
11/12/2013,38.8,38.8,38.8,38.8,0.60K,2.11%
11/13/2013,39.0,38.0,39.0,38.0,6.92K,0.52%
11/14/2013,37.0,39.0,39.0,37.0,4.05K,-5.13%
11/15/2013,37.5,38.4,38.4,37.5,0.02K,1.35%
11/18/2013,38.7,38.0,38.9,38.0,0.20K,3.20%
11/19/2013,38.9,38.6,38.9,38.0,1.05K,0.52%
11/20/2013,37.2,38.0,38.0,37.0,6.53K,-4.37%
11/21/2013,38.0,37.1,38.4,37.1,0.80K,2.15%
11/22/2013,38.0,37.2,38.0,37.1,1.59K,0.00%
11/25/2013,37.2,38.0,38.2,37.2,0.99K,-2.11%
11/26/2013,37.2,37.8,37.8,37.2,0.20K,0.00%
11/27/2013,37.8,37.0,37.8,37.0,1.80K,1.61%
11/28/2013,39.8,37.7,39.9,37.0,28.40K,5.29%
11/29/2013,39.3,39.4,39.8,38.0,14.47K,-1.26%
12/2/2013,38.4,38.0,38.9,37.8,24.30K,-2.29%
12/3/2013,37.6,38.8,38.8,37.6,0.62K,-2.08%
12/4/2013,38.0,37.6,38.0,37.6,5.27K,1.06%
12/5/2013,38.0,37.6,38.0,37.6,0.10K,0.00%
12/6/2013,37.6,37.6,37.6,37.6,0.00K,-1.05%
12/9/2013,37.2,37.6,38.0,37.0,4.99K,-1.06%
12/10/2013,37.9,37.5,37.9,37.1,2.15K,1.88%
12/11/2013,37.5,37.2,37.9,37.1,2.20K,-1.06%
12/12/2013,37.5,37.9,37.9,37.0,2.96K,0.00%
12/13/2013,37.0,37.2,37.9,37.0,11.42K,-1.33%
12/17/2013,36.6,37.2,37.2,36.5,5.99K,-1.08%
12/18/2013,37.0,36.6,37.0,36.5,2.41K,1.09%
12/19/2013,37.0,36.5,37.0,36.1,5.15K,0.00%
12/20/2013,37.0,37.0,37.5,36.5,10.62K,0.00%
12/23/2013,36.6,36.8,36.8,36.6,1.35K,-1.08%
12/24/2013,36.5,36.5,36.6,36.5,0.54K,-0.27%
12/26/2013,36.6,36.5,36.6,36.5,2.03K,0.27%
12/27/2013,36.8,36.4,36.8,36.4,1.21K,0.55%
12/30/2013,37.0,36.9,38.5,36.9,78.65K,0.54%
12/31/2013,37.0,36.8,37.0,36.8,1.17K,0.00%
1/2/2014,37.0,37.0,37.0,36.7,7.50K,0.00%
1/3/2014,37.0,37.8,38.4,36.8,5.19K,0.00%
1/6/2014,36.8,37.0,37.0,36.8,2.41K,-0.54%
1/7/2014,38.0,38.0,38.4,37.5,6.60K,3.26%
1/8/2014,37.3,37.9,38.5,37.3,49.80K,-1.84%
1/9/2014,37.1,37.5,37.7,37.1,13.10K,-0.54%
1/10/2014,37.1,37.5,37.5,37.0,10.78K,0.00%
1/13/2014,36.8,37.0,37.0,36.7,9.19K,-0.81%
1/16/2014,37.0,37.0,37.5,36.8,84.37K,0.54%
1/17/2014,37.0,37.4,38.0,37.0,5.96K,0.00%
1/20/2014,37.0,37.0,37.0,37.0,9.95K,0.00%
1/21/2014,37.0,37.0,37.5,36.7,15.95K,0.00%
1/22/2014,37.0,36.9,37.0,36.7,1.15K,0.00%
1/23/2014,36.5,36.9,37.1,33.0,1.28M,-1.35%
1/24/2014,36.7,37.0,37.0,36.5,26.91K,0.55%
1/27/2014,36.8,36.9,36.9,36.7,5.03K,0.27%
1/28/2014,36.7,36.9,37.0,36.5,4.62K,-0.27%
1/29/2014,36.0,36.6,36.7,36.0,12.01K,-1.91%
1/30/2014,36.0,36.7,36.7,36.0,10.30K,0.00%
1/31/2014,36.5,36.0,36.7,36.0,5.53K,1.39%
2/3/2014,36.5,36.1,36.5,36.0,7.47K,0.00%
2/5/2014,36.5,36.1,36.5,36.0,1.81K,0.00%
2/6/2014,37.9,36.2,37.9,36.0,841.48K,3.84%
2/7/2014,38.5,37.8,38.5,37.1,73.18K,1.58%
2/10/2014,39.9,37.3,40.5,37.2,722.21K,3.64%
2/11/2014,40.0,40.5,40.7,39.2,73.93K,0.25%
2/12/2014,41.4,40.4,42.5,40.0,110.85K,3.50%
2/13/2014,42.5,41.4,42.7,41.3,127.53K,2.66%
2/17/2014,42.5,42.5,43.4,42.4,218.55K,0.00%
2/18/2014,42.8,42.5,43.0,42.2,2.10M,0.71%
2/19/2014,43.0,41.4,43.5,41.4,20.97K,0.47%
2/20/2014,42.7,41.6,43.0,41.4,7.86K,-0.70%
2/21/2014,42.0,41.5,42.8,41.5,15.73K,-1.64%
2/24/2014,42.9,42.1,42.9,42.0,6.25K,2.14%
2/25/2014,42.8,42.5,42.9,42.5,59.87K,-0.23%
2/26/2014,42.5,42.8,43.0,42.5,33.64K,-0.70%
2/28/2014,44.9,43.0,44.9,42.5,50.52K,5.65%
3/3/2014,44.7,44.8,44.8,44.7,0.67K,-0.45%
3/4/2014,45.0,43.0,45.0,42.7,36.83K,0.67%
3/5/2014,45.0,43.0,45.0,43.0,5.02K,0.00%
3/6/2014,45.0,45.0,45.5,44.9,60.71K,0.00%
3/7/2014,45.0,45.5,45.5,44.0,6.24K,0.00%
