Date,Price,Open,High,Low,Vol.,Change %
6/10/2011,56.6,56.6,56.6,56.6,,0.00%
6/13/2011,56.0,56.0,56.0,55.2,13.50K,-1.06%
6/14/2011,54.3,55.1,55.1,54.1,20.60K,-3.04%
6/16/2011,54.4,54.5,54.5,53.5,2.70K,0.18%
6/17/2011,54.0,54.4,56.0,54.0,6.10K,-0.74%
6/20/2011,54.7,61.0,61.0,54.0,6.20K,1.30%
6/21/2011,53.5,54.0,55.0,53.5,5.30K,-2.19%
6/22/2011,53.1,53.5,53.5,53.0,4.90K,-0.75%
6/23/2011,53.9,61.0,61.0,52.9,5.60K,1.51%
6/24/2011,56.3,54.0,57.0,54.0,127.90K,4.45%
6/27/2011,58.5,57.0,59.4,57.0,365.50K,3.91%
6/28/2011,58.0,61.0,61.0,56.2,9.90K,-0.85%
6/29/2011,57.5,61.0,61.0,55.3,4.10K,-0.86%
6/30/2011,54.2,61.0,61.0,53.0,29.60K,-5.74%
7/1/2011,54.1,54.2,54.2,54.0,1.90K,-0.18%
7/4/2011,54.3,61.0,61.0,54.2,7.00K,0.37%
7/5/2011,54.0,54.3,54.3,53.0,7.50K,-0.55%
7/6/2011,54.7,54.0,54.8,53.5,7.10K,1.30%
7/7/2011,54.9,55.0,55.0,54.7,1.60K,0.37%
7/8/2011,53.6,61.0,61.0,53.6,3.50K,-2.37%
7/11/2011,53.0,54.0,54.0,52.2,132.60K,-1.12%
7/12/2011,53.3,52.9,54.8,50.5,285.20K,0.57%
7/13/2011,52.3,54.0,54.0,51.9,3.90K,-1.88%
7/15/2011,53.1,54.0,54.0,52.5,2.20K,1.53%
7/18/2011,52.0,52.8,53.6,52.0,13.60K,-2.07%
7/19/2011,52.1,54.0,54.0,51.1,5.10K,0.19%
7/20/2011,51.3,51.9,51.9,51.0,3.60K,-1.54%
7/21/2011,51.0,55.0,55.0,50.8,5.40K,-0.58%
7/22/2011,50.2,55.0,55.0,49.0,35.10K,-1.57%
7/25/2011,50.0,50.2,52.0,50.0,10.40K,-0.40%
7/26/2011,51.0,50.0,51.0,50.0,2.10K,2.00%
7/27/2011,49.5,52.0,52.0,49.0,4.90K,-2.94%
7/28/2011,52.9,54.0,54.0,51.0,4.50K,6.87%
7/29/2011,52.9,52.0,52.9,51.0,121.10K,0.00%
8/1/2011,51.8,52.1,52.1,51.5,3.10K,-2.08%
8/2/2011,51.5,60.0,60.0,50.0,157.70K,-0.58%
8/3/2011,51.0,50.8,51.5,50.7,16.80K,-0.97%
8/4/2011,51.5,50.5,51.5,50.5,24.20K,0.98%
8/5/2011,51.5,51.5,51.6,50.2,26.70K,0.00%
8/8/2011,51.8,50.0,52.0,50.0,10.40K,0.58%
8/9/2011,50.5,50.5,50.5,49.5,5.90K,-2.51%
8/10/2011,50.6,50.8,52.0,50.0,40.30K,0.20%
8/11/2011,50.0,50.8,50.8,50.0,10.30K,-1.19%
8/12/2011,51.0,50.1,51.0,50.0,71.90K,2.00%
8/15/2011,50.5,51.0,51.0,50.0,2.70K,-0.98%
8/16/2011,51.1,50.5,52.0,50.5,63.30K,1.19%
8/17/2011,51.4,52.5,53.0,51.4,2.20K,0.59%
8/18/2011,51.1,52.0,53.0,51.0,66.80K,-0.58%
8/19/2011,50.5,50.5,52.0,50.5,14.90K,-1.17%
8/22/2011,51.0,51.0,51.8,51.0,10.30K,0.99%
8/23/2011,51.0,50.6,51.0,50.5,1.70K,0.00%
8/24/2011,51.5,51.0,51.5,50.0,24.90K,0.98%
8/25/2011,52.5,51.9,54.8,51.9,992.90K,1.94%
8/26/2011,51.6,53.4,53.5,51.6,23.30K,-1.71%
8/29/2011,51.7,53.5,54.1,51.7,32.30K,0.19%
8/30/2011,54.5,52.5,54.5,52.5,50.90K,5.42%
9/1/2011,53.5,53.8,54.5,52.0,29.10K,-1.83%
9/2/2011,53.9,54.5,54.5,51.0,8.30K,0.75%
9/5/2011,53.0,54.0,54.0,52.0,3.80K,-1.67%
9/6/2011,51.1,53.0,53.5,51.0,11.40K,-3.58%
9/7/2011,51.0,51.2,51.5,51.0,6.70K,-0.20%
9/8/2011,50.7,51.5,52.0,50.7,16.70K,-0.59%
9/9/2011,51.9,51.0,51.9,51.0,2.50K,2.37%
9/12/2011,51.0,51.5,51.5,51.0,4.50K,-1.73%
9/13/2011,49.7,50.7,51.0,49.0,12.80K,-2.55%
9/14/2011,50.0,51.0,51.0,49.0,12.00K,0.60%
9/15/2011,49.0,49.7,49.7,48.0,20.90K,-2.00%
9/16/2011,49.1,49.0,50.0,49.0,7.00K,0.20%
9/20/2011,48.5,49.0,49.0,48.0,7.90K,-1.22%
9/21/2011,48.0,48.5,49.0,48.0,14.30K,-1.03%
9/22/2011,48.0,48.5,50.0,47.7,35.60K,0.00%
9/23/2011,49.5,49.0,49.8,49.0,34.60K,3.13%
9/26/2011,50.0,49.5,51.0,48.2,16.30K,1.01%
9/27/2011,49.0,50.0,50.9,48.2,6.60K,-2.00%
9/28/2011,48.3,48.5,49.0,48.1,12.70K,-1.43%
9/29/2011,49.0,48.2,49.0,48.0,15.40K,1.45%
9/30/2011,48.0,48.0,49.0,48.0,11.10K,-2.04%
10/3/2011,49.0,49.0,50.0,49.0,10.20K,2.08%
10/4/2011,49.5,49.8,49.8,47.9,5.00K,1.02%
10/5/2011,49.6,49.7,49.9,48.0,103.60K,0.20%
10/6/2011,49.7,50.0,50.0,47.8,44.10K,0.20%
10/7/2011,51.6,50.0,51.6,49.5,29.20K,3.82%
10/10/2011,51.6,50.0,52.0,50.0,100.20K,0.00%
10/12/2011,51.0,50.0,51.0,49.0,154.80K,-1.16%
10/13/2011,51.0,51.0,51.8,48.5,6.90K,0.00%
10/14/2011,50.0,48.6,50.0,48.5,4.60K,-1.96%
10/17/2011,47.3,50.0,50.0,47.3,16.70K,-5.40%
10/18/2011,50.0,47.0,50.1,45.0,85.50K,5.71%
10/19/2011,49.0,50.0,51.0,48.3,58.10K,-2.00%
10/20/2011,48.6,50.0,51.0,48.5,101.50K,-0.82%
10/21/2011,51.0,50.8,51.5,48.3,19.70K,4.94%
10/24/2011,50.2,50.2,52.0,50.2,3.60K,-1.57%
10/25/2011,49.1,48.5,49.7,48.0,12.30K,-2.19%
10/27/2011,48.2,50.0,50.0,48.1,0.50K,-1.83%
10/28/2011,49.9,48.2,49.9,48.2,0.90K,3.53%
10/31/2011,50.0,49.0,50.0,48.2,1.40K,0.20%
11/1/2011,49.4,48.0,49.4,48.0,0.30K,-1.20%
11/2/2011,52.0,48.1,52.0,48.1,126.70K,5.26%
11/3/2011,48.5,52.0,52.0,48.5,6.40K,-6.73%
11/4/2011,51.0,51.0,51.0,51.0,1.00K,5.15%
11/8/2011,48.3,48.3,49.9,48.3,2.40K,-5.29%
11/9/2011,49.9,48.3,49.9,48.2,13.20K,3.31%
11/11/2011,48.2,48.3,49.4,48.0,4.70K,-3.41%
11/14/2011,48.2,49.7,49.9,48.2,1.50K,0.00%
11/15/2011,47.0,48.2,49.0,47.0,12.90K,-2.49%
11/16/2011,47.0,48.9,49.0,47.0,1.70K,0.00%
11/17/2011,48.5,48.7,48.8,46.6,1.50K,3.19%
11/18/2011,47.8,48.5,48.5,46.6,2.70K,-1.44%
11/21/2011,48.5,48.5,48.5,48.0,3.00K,1.46%
11/22/2011,48.0,48.5,48.5,48.0,5.40K,-1.03%
11/23/2011,47.8,47.9,48.0,47.8,2.20K,-0.42%
11/24/2011,46.5,48.0,48.0,46.5,3.20K,-2.72%
11/25/2011,47.0,46.5,48.0,46.5,1.50K,1.08%
11/28/2011,47.5,47.0,49.5,45.1,4.80K,1.06%
11/29/2011,48.7,48.0,49.5,47.7,15.00K,2.53%
11/30/2011,48.7,49.9,49.9,47.5,0.70K,0.00%
12/1/2011,48.4,48.5,48.5,48.0,3.30K,-0.62%
12/2/2011,47.7,48.0,49.0,47.7,5.60K,-1.45%
12/5/2011,48.5,48.5,48.5,47.5,5.70K,1.68%
12/6/2011,48.4,48.9,48.9,47.1,1.20K,-0.21%
12/7/2011,47.5,47.0,47.5,47.0,1.30K,-1.86%
12/8/2011,47.0,47.2,47.2,46.5,6.50K,-1.05%
12/9/2011,46.0,46.5,46.5,45.3,15.60K,-2.13%
12/12/2011,45.6,45.6,46.5,45.0,4.00K,-0.87%
12/13/2011,45.3,45.2,46.4,45.2,13.40K,-0.66%
12/14/2011,45.5,45.3,46.0,45.2,5.90K,0.44%
12/15/2011,45.4,45.1,45.4,44.9,8.40K,-0.22%
12/16/2011,45.0,50.0,50.0,45.0,1.20K,-0.88%
12/19/2011,45.0,45.0,46.0,44.6,1.10K,0.00%
12/20/2011,46.0,44.5,46.0,44.5,1.30K,2.22%
12/21/2011,45.4,44.2,45.9,44.0,2.40K,-1.30%
12/22/2011,46.5,44.0,46.5,44.0,13.60K,2.42%
12/23/2011,47.0,45.1,47.0,45.1,6.90K,1.08%
12/27/2011,48.5,46.0,48.5,46.0,13.70K,3.19%
12/28/2011,48.5,48.0,48.8,47.5,1.80K,0.00%
12/29/2011,48.4,48.0,48.4,48.0,5.50K,-0.21%
12/30/2011,48.4,46.1,48.4,46.1,4.00K,0.00%
1/2/2012,48.0,48.4,48.4,46.6,2.00K,-0.83%
1/3/2012,46.3,47.5,47.9,46.3,0.50K,-3.54%
1/4/2012,48.0,46.2,48.0,46.0,7.50K,3.67%
1/5/2012,47.8,48.0,48.0,46.1,0.70K,-0.42%
1/6/2012,47.8,47.8,47.8,47.8,,0.00%
1/9/2012,46.1,46.5,47.8,46.1,0.70K,-3.56%
1/10/2012,45.8,46.1,46.1,45.5,2.60K,-0.65%
1/11/2012,46.0,46.0,46.0,45.6,16.20K,0.44%
1/12/2012,47.5,46.0,47.5,46.0,4.40K,3.26%
1/13/2012,47.0,46.0,48.5,45.5,16.00K,-1.05%
1/17/2012,47.5,45.6,48.1,45.5,4.30K,1.06%
1/18/2012,47.3,47.2,47.5,45.1,4.20K,-0.42%
1/19/2012,45.9,45.4,46.8,44.1,22.30K,-2.96%
1/20/2012,45.1,45.8,46.0,44.0,4.80K,-1.74%
1/23/2012,44.9,44.1,45.9,44.0,7.60K,-0.44%
1/24/2012,44.0,45.5,45.5,42.5,29.80K,-2.00%
1/25/2012,44.0,43.9,45.5,43.3,3.40K,0.00%
1/26/2012,47.5,44.0,47.5,43.4,15.70K,7.95%
1/27/2012,48.9,47.5,49.9,44.1,50.90K,2.95%
1/30/2012,47.8,47.0,47.9,46.0,1.40K,-2.25%
1/31/2012,47.3,48.7,48.7,46.2,2.80K,-1.05%
2/1/2012,48.3,47.9,48.9,46.7,7.20K,2.11%
2/2/2012,48.3,47.5,48.3,46.5,1.40K,0.00%
2/3/2012,47.9,48.0,48.0,47.9,0.20K,-0.83%
2/6/2012,47.8,46.4,47.9,46.1,1.10K,-0.21%
2/8/2012,46.9,47.5,48.0,45.8,1.10K,-1.88%
2/9/2012,47.6,47.5,47.8,44.1,16.30K,1.49%
2/13/2012,45.1,45.2,45.2,43.1,17.10K,-5.25%
2/14/2012,43.3,45.5,47.0,43.3,8.90K,-3.99%
2/15/2012,45.0,44.8,45.0,43.3,12.70K,3.93%
2/16/2012,48.0,45.0,48.0,44.7,50.50K,6.67%
2/17/2012,49.4,48.0,50.0,45.3,37.20K,2.92%
2/21/2012,48.3,48.0,48.8,46.1,9.80K,-2.23%
2/22/2012,49.0,48.3,49.0,48.0,43.90K,1.45%
2/23/2012,48.8,48.7,49.2,48.7,19.10K,-0.41%
2/24/2012,46.7,48.0,48.0,46.4,0.70K,-4.30%
2/27/2012,47.0,48.9,48.9,45.0,3.21K,0.64%
2/28/2012,47.0,45.2,47.0,45.0,6.02K,0.00%
2/29/2012,47.2,47.0,47.5,45.3,3.72K,0.43%
3/1/2012,47.2,47.9,47.9,46.0,2.83K,0.00%
3/2/2012,47.5,47.5,48.0,47.0,8.63K,0.64%
3/5/2012,47.9,47.0,48.0,47.0,3.35K,0.84%
3/6/2012,48.0,47.6,48.0,45.5,3.70K,0.21%
3/8/2012,47.0,48.0,48.0,45.9,1.60K,-2.08%
3/9/2012,46.0,45.8,46.9,45.8,10.30K,-2.13%
3/12/2012,47.3,46.5,47.5,45.9,3.70K,2.83%
3/13/2012,48.7,45.8,48.7,45.8,14.53K,2.96%
3/14/2012,49.5,47.0,50.0,46.0,40.87K,1.64%
3/15/2012,47.0,47.0,47.0,46.6,5.98K,-5.05%
3/16/2012,48.8,47.0,49.0,46.1,122.84K,3.83%
3/19/2012,45.6,46.7,48.0,45.6,45.13K,-6.56%
3/20/2012,46.0,45.8,46.0,45.6,4.40K,0.88%
3/21/2012,46.0,45.2,46.0,45.0,4.65K,0.00%
3/22/2012,46.0,46.0,46.0,44.5,0.81K,0.00%
3/23/2012,47.0,46.0,47.0,46.0,5.19K,2.17%
3/26/2012,46.5,47.0,47.0,46.5,0.21K,-1.06%
3/27/2012,46.5,46.5,47.0,45.2,3.30K,0.00%
3/28/2012,46.0,46.5,46.5,45.1,5.95K,-1.08%
3/29/2012,46.3,45.1,46.3,45.1,0.24K,0.65%
3/30/2012,46.3,46.3,46.3,46.3,0.00K,0.00%
4/2/2012,45.8,45.1,46.0,45.1,1.59K,-1.08%
4/3/2012,44.9,46.0,46.0,44.8,3.70K,-1.97%
4/4/2012,44.7,45.8,46.0,44.7,1.54K,-0.45%
4/5/2012,45.9,44.7,46.0,44.7,30.82K,2.68%
4/9/2012,45.9,45.9,45.9,45.0,5.09K,0.00%
4/10/2012,45.0,45.0,45.8,45.0,3.31K,-1.96%
4/11/2012,45.9,44.7,45.9,44.7,0.78K,2.00%
4/16/2012,45.9,45.9,45.9,45.0,1.10K,0.00%
4/17/2012,44.7,45.0,45.0,44.7,3.09K,-2.61%
4/18/2012,44.5,45.0,45.0,44.5,3.92K,-0.45%
4/19/2012,46.4,44.0,46.4,44.0,21.84K,4.27%
4/20/2012,44.7,46.9,46.9,44.7,5.20K,-3.66%
4/23/2012,46.1,45.9,46.9,44.7,2.02K,3.13%
4/24/2012,46.0,46.0,46.4,46.0,4.60K,-0.22%
4/25/2012,44.5,45.0,45.0,44.5,6.64K,-3.26%
4/26/2012,45.5,44.3,45.9,44.0,79.89K,2.25%
4/27/2012,44.5,44.5,44.5,44.5,,-2.20%
4/30/2012,44.0,45.0,45.0,44.0,2.10K,-1.12%
5/2/2012,43.5,44.1,44.5,43.5,4.81K,-1.14%
5/3/2012,43.0,43.5,43.5,43.0,0.92K,-1.15%
5/4/2012,43.3,43.5,43.5,42.9,400.93K,0.70%
5/8/2012,42.0,42.8,43.3,41.8,7.81K,-3.00%
5/9/2012,41.5,42.9,42.9,41.4,2.16K,-1.19%
5/10/2012,39.0,41.5,41.5,39.0,2.60K,-6.02%
5/11/2012,39.3,38.0,39.4,38.0,20.10K,0.77%
5/14/2012,39.0,39.0,39.0,38.0,16.25K,-0.76%
5/15/2012,38.8,38.0,38.9,38.0,0.16K,-0.51%
5/16/2012,39.0,38.5,39.8,38.0,28.23K,0.52%
5/17/2012,37.5,38.2,39.9,37.3,14.03K,-3.85%
5/18/2012,39.5,39.5,39.5,38.2,1.05K,5.33%
5/21/2012,38.9,39.8,39.8,38.5,1.92K,-1.52%
5/22/2012,38.5,39.0,39.0,38.2,0.35K,-1.03%
5/23/2012,35.0,38.2,38.5,35.0,22.97K,-9.09%
5/24/2012,37.9,36.0,38.4,35.0,6.50K,8.29%
5/25/2012,36.5,37.9,37.9,36.5,0.50K,-3.69%
5/28/2012,35.5,37.9,38.8,35.5,14.02K,-2.74%
5/29/2012,37.0,37.5,37.5,34.0,7.06K,4.23%
5/30/2012,37.0,37.4,38.0,34.6,18.82K,0.00%
5/31/2012,36.1,37.0,39.4,36.1,29.66K,-2.43%
6/1/2012,41.5,37.4,41.5,36.0,43.87K,14.96%
6/5/2012,40.4,41.5,42.5,36.2,3.31K,-2.65%
6/6/2012,40.0,37.2,40.0,37.2,8.11K,-0.99%
6/7/2012,40.2,39.5,40.5,38.4,105.05K,0.50%
6/8/2012,42.0,38.1,43.0,38.1,17.90K,4.48%
6/11/2012,43.0,42.9,43.0,41.9,10.10K,2.38%
6/12/2012,44.0,43.0,44.5,42.0,8.39K,2.33%
6/13/2012,44.5,43.8,44.5,39.6,21.93K,1.14%
6/14/2012,42.5,44.4,44.5,41.9,54.93K,-4.49%
6/15/2012,41.1,42.0,42.0,41.1,1.56K,-3.29%
6/18/2012,42.0,42.0,42.0,39.5,4.42K,2.19%
6/19/2012,41.9,41.7,42.0,38.9,3.22K,-0.24%
6/20/2012,41.8,39.0,41.9,39.0,3.04K,-0.24%
6/21/2012,39.0,41.9,41.9,39.0,6.06K,-6.70%
6/22/2012,40.7,38.8,40.7,38.8,0.30K,4.36%
6/25/2012,39.0,41.0,41.0,39.0,4.57K,-4.18%
6/26/2012,38.7,40.4,40.4,38.7,1.02K,-0.77%
6/27/2012,39.0,38.5,39.0,38.5,1.01K,0.78%
6/28/2012,39.0,40.0,40.0,38.8,1.21K,0.00%
6/29/2012,39.1,40.0,40.0,39.1,0.30K,0.26%
7/2/2012,40.0,40.0,40.0,39.0,0.31K,2.30%
7/4/2012,39.5,39.0,39.9,39.0,2.53K,-1.25%
7/5/2012,39.0,39.0,39.0,39.0,3.20K,-1.27%
7/6/2012,39.8,39.1,39.8,39.0,6.52K,2.05%
7/9/2012,40.5,39.9,40.5,39.9,8.25K,1.76%
7/10/2012,40.0,39.5,40.0,39.5,3.50K,-1.23%
7/11/2012,39.0,39.5,40.0,39.0,10.65K,-2.50%
7/12/2012,39.0,39.0,39.0,39.0,,0.00%
7/13/2012,38.2,39.8,39.8,38.1,1.90K,-2.05%
7/16/2012,38.9,38.0,39.5,35.2,2.41K,1.83%
7/17/2012,38.1,38.9,38.9,38.0,2.25K,-2.06%
7/18/2012,38.0,39.1,39.1,38.0,0.40K,-0.26%
7/19/2012,38.5,39.0,39.2,38.5,1.47K,1.32%
7/20/2012,38.1,38.5,38.9,38.1,1.25K,-1.04%
7/23/2012,38.9,38.1,38.9,38.1,1.05K,2.10%
7/24/2012,38.9,38.1,38.9,38.0,0.46K,0.00%
7/25/2012,38.8,37.5,38.8,37.5,2.61K,-0.26%
7/26/2012,38.7,38.0,38.7,38.0,0.97K,-0.26%
7/27/2012,38.8,38.7,38.8,36.1,58.90K,0.26%
7/30/2012,39.0,38.8,39.5,37.2,9.84K,0.52%
7/31/2012,38.4,39.0,39.3,38.0,1.11K,-1.54%
8/2/2012,38.5,38.5,39.0,37.7,3.47K,0.26%
8/3/2012,38.9,39.0,39.0,37.7,0.30K,1.04%
8/6/2012,38.5,37.7,38.5,37.7,0.18K,-1.03%
8/7/2012,37.1,37.8,38.0,37.0,3.86K,-3.64%
8/8/2012,37.8,38.1,38.1,36.7,9.46K,1.89%
8/9/2012,37.2,37.8,38.0,37.2,0.92K,-1.59%
8/10/2012,37.0,36.9,37.1,36.1,2.49K,-0.54%
8/13/2012,36.8,37.4,37.4,36.5,2.60K,-0.54%
8/14/2012,37.8,36.4,38.4,36.1,11.32K,2.72%
8/15/2012,38.4,38.0,38.4,37.2,17.43K,1.59%
8/16/2012,38.5,38.3,38.7,38.0,2.10K,0.26%
8/17/2012,38.9,38.7,39.0,37.2,1.61K,1.04%
8/20/2012,38.5,38.5,39.0,37.2,3.25K,-1.03%
8/21/2012,38.5,37.5,38.8,37.4,3.89K,0.00%
8/22/2012,38.0,38.5,38.8,37.3,1.51K,-1.30%
8/23/2012,39.0,38.8,39.0,37.8,7.88K,2.63%
8/24/2012,38.5,37.9,38.5,37.9,1.39K,-1.28%
8/27/2012,39.5,37.8,39.5,37.7,50.52K,2.60%
8/28/2012,39.7,39.9,39.9,38.0,8.74K,0.51%
8/29/2012,41.0,39.0,43.0,38.1,63.80K,3.27%
8/30/2012,41.2,42.0,43.5,39.5,16.61K,0.49%
9/3/2012,40.8,41.0,41.2,39.5,12.84K,-0.97%
9/4/2012,43.7,40.2,43.8,40.2,59.95K,7.11%
9/5/2012,43.9,42.5,43.9,40.7,28.95K,0.46%
9/6/2012,44.9,43.5,45.0,41.7,31.53K,2.28%
9/7/2012,44.5,43.1,44.9,43.1,11.85K,-0.89%
9/10/2012,43.3,43.4,44.0,43.3,1.84K,-2.70%
9/11/2012,45.0,43.1,45.0,42.6,68.50K,3.93%
9/12/2012,47.3,44.5,47.3,44.5,70.74K,5.11%
9/13/2012,47.8,47.2,49.4,46.4,61.58K,1.06%
9/14/2012,47.9,46.5,48.0,46.4,17.97K,0.21%
9/17/2012,47.5,47.4,47.5,46.0,54.81K,-0.84%
9/18/2012,47.0,47.5,47.5,45.8,1.81K,-1.05%
9/19/2012,46.5,45.7,46.8,45.7,21.50K,-1.06%
9/20/2012,46.0,46.5,46.5,46.0,1.21K,-1.08%
9/21/2012,44.3,45.9,47.0,44.3,19.80K,-3.70%
9/24/2012,44.5,44.4,46.4,44.4,2.72K,0.45%
9/25/2012,44.0,46.0,46.2,43.7,69.87K,-1.12%
9/26/2012,45.5,44.9,46.0,44.0,13.99K,3.41%
9/27/2012,45.3,43.8,45.3,43.8,1.93K,-0.44%
9/28/2012,45.0,44.0,45.3,44.0,5.73K,-0.66%
10/1/2012,44.9,45.0,45.5,44.0,7.70K,-0.22%
10/2/2012,44.4,44.0,44.9,44.0,5.86K,-1.11%
10/3/2012,44.0,43.9,44.0,43.8,3.10K,-0.90%
10/4/2012,43.9,43.9,43.9,42.7,0.81K,-0.23%
10/5/2012,44.0,43.0,44.9,42.3,14.81K,0.23%
10/8/2012,44.9,43.0,44.9,43.0,0.31K,2.05%
10/9/2012,44.0,45.0,45.0,43.1,6.46K,-2.00%
10/10/2012,43.0,43.7,43.9,42.3,7.08K,-2.27%
10/11/2012,43.8,42.5,43.8,42.1,9.47K,1.86%
10/12/2012,44.0,44.0,44.0,44.0,0.20K,0.46%
10/15/2012,42.0,42.0,42.0,42.0,0.01K,-4.55%
10/16/2012,42.9,43.0,44.0,41.1,5.70K,2.14%
10/17/2012,41.9,41.2,41.9,41.0,5.57K,-2.33%
10/18/2012,43.0,40.5,43.4,40.5,16.62K,2.63%
10/19/2012,44.5,43.4,44.5,43.4,3.00K,3.49%
10/22/2012,42.3,43.8,43.8,41.0,4.36K,-4.94%
10/23/2012,44.0,43.0,44.0,42.9,5.14K,4.02%
10/24/2012,41.0,43.0,43.0,41.0,3.94K,-6.82%
10/25/2012,42.5,40.9,42.5,40.9,7.85K,3.66%
10/26/2012,42.5,42.3,42.5,42.0,0.01K,0.00%
10/30/2012,41.0,41.5,41.5,40.0,0.91K,-3.53%
10/31/2012,42.3,40.1,42.3,40.0,5.20K,3.17%
11/1/2012,42.3,42.0,42.5,41.0,10.53K,0.00%
11/2/2012,43.5,41.5,43.5,41.5,31.66K,2.84%
11/5/2012,43.1,43.1,43.1,43.1,,-0.92%
11/6/2012,43.4,42.0,43.5,42.0,3.80K,0.70%
11/7/2012,43.0,41.6,43.0,41.1,2.67K,-0.92%
11/8/2012,41.7,41.4,43.0,41.4,1.10K,-3.02%
11/9/2012,42.8,41.5,42.8,41.5,14.57K,2.64%
11/12/2012,42.9,41.8,43.0,41.2,2.46K,0.23%
11/14/2012,42.5,42.8,42.8,42.0,0.12K,-0.93%
11/15/2012,42.7,42.0,42.8,41.8,5.01K,0.47%
11/16/2012,43.2,43.5,43.5,42.0,28.83K,1.17%
11/19/2012,43.0,42.7,43.5,41.7,7.00K,-0.46%
11/20/2012,42.3,41.5,43.0,41.0,5.78K,-1.63%
11/21/2012,41.6,41.0,41.6,40.5,1.22K,-1.65%
11/22/2012,42.3,41.5,43.0,41.5,9.84K,1.68%
11/23/2012,42.0,42.9,42.9,41.0,12.63K,-0.71%
11/26/2012,43.8,42.0,43.8,41.2,41.79K,4.29%
11/28/2012,42.0,43.0,43.4,41.8,4.12K,-4.11%
11/29/2012,42.3,42.0,42.5,41.5,4.01K,0.71%
11/30/2012,43.0,42.2,43.0,41.9,15.38K,1.65%
12/3/2012,42.7,42.9,43.0,40.1,4.64K,-0.70%
12/4/2012,42.6,42.5,42.8,41.5,6.28K,-0.23%
12/5/2012,42.8,41.7,42.8,41.5,3.61K,0.47%
12/6/2012,43.2,42.0,43.3,42.0,20.46K,0.93%
12/7/2012,42.9,41.8,43.0,41.5,32.72K,-0.69%
12/10/2012,43.0,42.0,43.2,41.8,4.79K,0.23%
12/11/2012,42.3,41.6,42.3,41.6,0.20K,-1.63%
12/12/2012,43.5,42.3,44.9,41.7,71.07K,2.84%
12/13/2012,43.4,43.5,44.9,42.4,121.33K,-0.23%
12/14/2012,43.0,42.3,43.5,42.0,71.91K,-0.92%
12/17/2012,42.8,43.0,43.0,40.0,35.31K,-0.47%
12/18/2012,43.3,42.8,43.3,42.8,34.60K,1.17%
12/19/2012,43.9,43.2,43.9,41.9,105.08K,1.39%
12/20/2012,43.9,43.0,44.0,43.0,17.80K,0.00%
12/21/2012,42.5,43.0,43.9,42.5,3.51K,-3.19%
12/24/2012,43.6,43.7,43.7,43.4,0.15K,2.59%
12/26/2012,43.9,43.0,43.9,43.0,6.44K,0.69%
12/28/2012,44.3,43.8,44.3,43.8,30.59K,0.91%
12/31/2012,44.0,44.4,44.8,44.0,29.22K,-0.68%
1/2/2013,44.7,43.0,44.7,42.0,12.83K,1.59%
1/3/2013,43.9,44.6,44.7,43.0,20.61K,-1.79%
1/4/2013,43.9,43.0,43.9,43.0,19.95K,0.00%
1/7/2013,44.0,43.0,44.0,43.0,5.00K,0.23%
1/8/2013,44.0,44.0,44.0,43.0,1.68K,0.00%
1/9/2013,43.9,43.9,43.9,43.0,24.33K,-0.23%
1/10/2013,44.0,43.1,44.0,43.0,5.12K,0.23%
1/11/2013,44.9,43.9,44.9,43.5,65.60K,2.05%
1/15/2013,44.9,44.9,44.9,44.4,17.48K,0.00%
1/16/2013,47.8,44.9,47.9,44.9,153.19K,6.46%
1/17/2013,48.5,47.8,50.0,47.5,965.94K,1.46%
1/18/2013,49.6,48.5,49.6,46.0,92.71K,2.27%
1/21/2013,47.0,49.5,49.7,46.0,3.28K,-5.24%
1/22/2013,48.0,47.0,48.5,46.1,26.70K,2.13%
1/23/2013,48.0,48.0,48.0,48.0,,0.00%
1/24/2013,48.0,47.0,48.0,47.0,0.61K,0.00%
1/28/2013,47.0,46.1,47.9,46.1,1.63K,-2.08%
1/29/2013,46.0,46.0,46.0,45.9,1.81K,-2.13%
1/30/2013,45.4,45.7,45.7,44.5,5.91K,-1.30%
1/31/2013,44.9,45.3,45.4,44.5,20.22K,-1.10%
2/1/2013,44.0,44.0,44.9,44.0,3.50K,-2.00%
2/5/2013,44.8,45.0,45.0,44.0,8.92K,1.82%
2/6/2013,43.2,44.1,44.9,43.2,7.53K,-3.57%
2/7/2013,43.9,43.5,44.8,43.0,11.96K,1.62%
2/8/2013,43.9,44.1,44.3,43.0,4.45K,0.00%
2/11/2013,43.8,43.9,43.9,43.1,2.09K,-0.23%
2/12/2013,43.9,43.9,43.9,43.0,1.69K,0.23%
2/13/2013,43.5,43.0,43.9,43.0,8.84K,-0.91%
2/14/2013,43.0,43.0,43.4,43.0,1.75K,-1.15%
2/15/2013,43.0,43.0,43.0,43.0,0.20K,0.00%
2/18/2013,43.5,43.2,43.5,43.0,2.05K,1.16%
2/19/2013,43.4,43.4,43.4,43.0,2.73K,-0.23%
2/20/2013,43.2,42.1,44.5,42.0,99.61K,-0.46%
2/21/2013,44.9,44.4,44.9,43.2,39.18K,3.94%
2/22/2013,44.7,44.9,44.9,44.0,1.23K,-0.45%
2/26/2013,44.1,44.8,44.8,42.0,5.46K,-1.34%
2/27/2013,44.0,44.2,44.2,42.3,1.95K,-0.23%
2/28/2013,43.9,44.0,44.0,42.5,0.01K,-0.23%
